timestamp,usage,kernel,nice,idle,io,hardware_interrupts,software_interrupts,steal_time
2020-04-16 16:04:01,22.0,6.0,0.0,71.0,0.0,0.0,0.0,1.0
2020-04-16 16:05:02,23.8,4.8,0.0,2.4,0.0,0.0,0.0,69.0
2020-04-16 16:06:01,26.0,6.0,0.0,66.0,0.0,0.0,1.0,1.0
2020-04-16 16:07:01,17.6,3.1,0.0,39.7,0.0,0.0,0.0,39.7
2020-04-16 16:08:02,21.0,6.7,0.0,44.5,0.0,0.0,0.0,27.7
2020-04-16 16:09:01,19.6,6.1,0.0,33.1,1.4,0.0,0.0,39.9
2020-04-16 16:10:02,14.5,3.7,0.0,27.7,0.0,0.0,0.8,53.3
2020-04-16 16:11:01,17.3,5.3,0.0,57.9,0.0,0.0,1.5,18.0
2020-04-16 16:12:01,22.2,6.5,0.0,63.0,0.0,0.0,0.9,7.4
2020-04-16 16:13:02,20.0,5.2,0.0,58.3,0.0,0.0,0.0,16.5
2020-04-16 16:14:01,19.6,6.2,0.0,61.6,0.0,0.0,0.0,12.5
2020-04-16 16:15:01,41.4,13.8,0.0,33.6,0.0,0.0,0.0,11.2
2020-04-16 16:16:02,21.2,8.0,0.0,60.2,0.0,0.0,0.0,10.6
2020-04-16 16:17:01,21.1,3.7,0.0,67.0,0.0,0.0,0.0,8.3
2020-04-16 16:18:01,19.6,5.9,0.0,72.5,0.0,0.0,1.0,1.0
2020-04-16 16:19:01,22.3,7.1,0.0,56.2,0.0,0.0,0.0,14.3
2020-04-16 16:20:02,15.1,2.2,0.0,27.3,0.0,0.0,0.7,54.7
2020-04-16 16:21:01,18.7,3.6,0.0,25.8,0.0,0.0,0.0,52.0
2020-04-16 16:22:02,17.7,5.1,0.0,41.1,0.0,0.0,0.6,35.4
2020-04-16 16:23:01,25.0,5.9,0.0,45.6,0.0,0.0,0.0,23.5
2020-04-16 16:24:01,18.9,3.8,0.0,67.0,0.0,0.0,0.9,9.4
2020-04-16 16:25:01,16.9,7.1,0.0,31.2,0.0,0.0,0.6,44.2
2020-04-16 16:26:01,21.1,4.9,0.0,47.2,0.0,0.0,0.7,26.1
2020-04-16 16:27:01,21.5,8.4,0.0,58.9,0.0,0.0,0.0,11.2
2020-04-16 16:28:01,28.7,2.6,0.0,54.8,0.0,0.0,0.0,13.9
